name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,heat_capacity,source_subset,doi,title,journal,year,property_phase_norm,temperature_K,pressure_kPa,expanded_uncertainty,primary_inchi,primary_inchikey,source_file,subset_row_rank,structure_key
"1,3-dibromobenzene",Brc1cccc(Br)c1,NIST_XML_SetA,C6H4Br2,235.906,0,0,0,0.0,3.2116000000000007,-,-,-,-,-,-,-,-,-,-,-,178.44,SetA,10.1021/je600573w,"Heat Capacities and Densities of Some Liquid Chloro-, Bromo-, and Bromochloro-Substituted Benzenes",J. Chem. Eng. Data,2007,Liquid,297.15,101.325,2.76,InChI=1S/C6H4Br2/c7-5-2-1-3-6(8)4-5/h1-4H,JSRLURSZEMLAFO-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je600573w.xml,"(1.0, 0.0, 2.76)",inchikey::JSRLURSZEMLAFO-UHFFFAOYSA-N
"1,2-dibromobenzene",Brc1ccccc1Br,NIST_XML_SetA,C6H4Br2,235.906,0,0,0,0.0,3.2116000000000007,-,-,-,-,-,-,-,-,-,-,-,179.76,SetA,10.1021/je600573w,"Heat Capacities and Densities of Some Liquid Chloro-, Bromo-, and Bromochloro-Substituted Benzenes",J. Chem. Eng. Data,2007,Liquid,297.15,101.325,2.78,InChI=1S/C6H4Br2/c7-5-3-1-2-4-6(5)8/h1-4H,WQONPSCCEXUXTQ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je600573w.xml,"(1.0, 0.0, 2.78)",inchikey::WQONPSCCEXUXTQ-UHFFFAOYSA-N
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,NIST_XML_SetA,C6H3Cl3,181.44899999999998,0,0,0,0.0,3.6468000000000007,-,-,-,-,-,-,-,-,-,-,-,194.9,SetA,10.1021/je600573w,"Heat Capacities and Densities of Some Liquid Chloro-, Bromo-, and Bromochloro-Substituted Benzenes",J. Chem. Eng. Data,2007,Liquid,297.15,101.325,3.02,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PBKONEOXTCPAFI-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je600573w.xml,"(1.0, 0.0, 3.02)",inchikey::PBKONEOXTCPAFI-UHFFFAOYSA-N
ethyl tridecanoate,CCCCCCCCCCCCC(=O)OCC,NIST_XML_SetA,C15H30O2,242.40299999999993,12,0,2,26.3,4.8605000000000045,-,-,-,-,-,-,-,-,-,-,-,496.0,SetA,10.1021/je050065n,Thermal properties of Ethyl Undecanoate and Ethyl Tridecanoate by Adiabatic Calorimetry,J. Chem. Eng. Data,2005,Liquid,299.2,101.325,2.78,"InChI=1S/C15H30O2/c1-3-5-6-7-8-9-10-11-12-13-14-15(16)17-4-2/h3-14H2,1-2H3",QJYYMNOTJXIOBP-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je050065n.xml,"(1.0500000000000114, 0.0, 2.78)",inchikey::QJYYMNOTJXIOBP-UHFFFAOYSA-N
trichloroethene,ClC=C(Cl)Cl,NIST_XML_SetA,C2HCl3,131.389,0,0,0,0.0,2.5017000000000005,-,-,-,-,-,-,-,-,-,-,-,128.38,SetA,10.1016/j.fluid.2012.09.001,Heat capacities of selected chlorohydrocarbons,Fluid Phase Equilib.,2012,Liquid,296.38,101.325,2.57,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,XSTXAVWGXDQKEL-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2012.09.001.xml,"(1.7699999999999818, 0.0, 2.57)",inchikey::XSTXAVWGXDQKEL-UHFFFAOYSA-N
2-aminoethan-1-ol,NCCO,NIST_XML_SetA,C2H7NO,61.083999999999996,1,2,2,46.25,-1.0626000000000002,-,-,-,-,-,-,-,-,-,-,-,166.53867386,SetA,10.1016/j.fluid.2015.06.045,"Recommended vapor pressures for aniline, nitromethane, 2-aminoethanol, and 1-methyl-2-pyrrolidone",Fluid Phase Equilib.,2015,Metastable liquid,296.38,101.325,2.9100617,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2015.06.045.xml,"(1.7699999999999818, 0.0, 2.9100617)",inchikey::HZAXFHJVJLSVMW-UHFFFAOYSA-N
2-cyclohexylethanol,OCCC1CCCCC1,NIST_XML_SetA,C8H16O,128.215,2,1,1,20.23,1.9491,-,-,-,-,-,-,-,-,-,-,-,261.91,SetA,10.1016/j.tca.2014.03.043,Heat Capacities of 2-Propenol and Selected Cyclohexylalcohols,Thermochim. Acta,2014,Liquid,296.38,101.325,4.06,"InChI=1S/C8H16O/c9-7-6-8-4-2-1-3-5-8/h8-9H,1-7H2",QJQZRLXDLORINA-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2014.03.043.xml,"(1.7699999999999818, 0.0, 4.06)",inchikey::QJQZRLXDLORINA-UHFFFAOYSA-N
(trichloromethyl)benzene,ClC(Cl)(Cl)c1ccccc1,NIST_XML_SetA,C7H5Cl3,195.476,0,0,0,0.0,3.513300000000001,-,-,-,-,-,-,-,-,-,-,-,217.76,SetA,10.1016/j.fluid.2012.09.001,Heat capacities of selected chlorohydrocarbons,Fluid Phase Equilib.,2012,Liquid,296.38,101.325,4.37,"InChI=1S/C7H5Cl3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",XEMRAKSQROQPBR-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2012.09.001.xml,"(1.7699999999999818, 0.0, 4.37)",inchikey::XEMRAKSQROQPBR-UHFFFAOYSA-N
methyl isocyanate,CN=C=O,NIST_XML_SetA,C2H3NO,57.052,0,0,2,29.43,-0.04800000000000004,-,-,-,-,-,-,-,-,-,-,-,107.7,SetA,10.1016/j.jct.2012.10.011,"Entropy, related thermodynamic properties, and structure of methylisocyanate",J. Chem. Thermodyn.,2013,Liquid,300.0,101.325,0.3,InChI=1S/C2H3NO/c1-3-2-4/h1H3,HAMGRBXTJNITHG-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2012.10.011.xml,"(1.8500000000000227, 0.0, 0.3)",inchikey::HAMGRBXTJNITHG-UHFFFAOYSA-N
methyl octanoate,CCCCCCCC(=O)OC,NIST_XML_SetA,C9H18O2,158.241,6,0,2,26.3,2.5199000000000007,-,-,-,-,-,-,-,-,-,-,-,316.17,SetA,10.1021/je0499364,Heat Capacity Measurements of 13 Methyl Esters of n-Carboxylic Acids from Methyloctanoate to Methyleicosanoate between 5 K and 350 K,J. Chem. Eng. Data,2004,Liquid,300.0,101.325,1.03,"InChI=1S/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",JGHZJRVDZXSNKQ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0499364.xml,"(1.8500000000000227, 0.0, 1.03)",inchikey::JGHZJRVDZXSNKQ-UHFFFAOYSA-N
methyl nonanoate,CCCCCCCCC(=O)OC,NIST_XML_SetA,C10H20O2,172.268,7,0,2,26.3,2.910000000000001,-,-,-,-,-,-,-,-,-,-,-,346.27,SetA,10.1021/je0499364,Heat Capacity Measurements of 13 Methyl Esters of n-Carboxylic Acids from Methyloctanoate to Methyleicosanoate between 5 K and 350 K,J. Chem. Eng. Data,2004,Liquid,300.0,101.325,1.09,"InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-10(11)12-2/h3-9H2,1-2H3",IJXHLVMUNBOGRR-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0499364.xml,"(1.8500000000000227, 0.0, 1.09)",inchikey::IJXHLVMUNBOGRR-UHFFFAOYSA-N
methyl decanoate,CCCCCCCCCC(=O)OC,NIST_XML_SetA,C11H22O2,186.295,8,0,2,26.3,3.3001000000000023,-,-,-,-,-,-,-,-,-,-,-,376.14,SetA,10.1021/je0499364,Heat Capacity Measurements of 13 Methyl Esters of n-Carboxylic Acids from Methyloctanoate to Methyleicosanoate between 5 K and 350 K,J. Chem. Eng. Data,2004,Liquid,300.0,101.325,1.15,"InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h3-10H2,1-2H3",YRHYCMZPEVDGFQ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0499364.xml,"(1.8500000000000227, 0.0, 1.15)",inchikey::YRHYCMZPEVDGFQ-UHFFFAOYSA-N
methyl tridecanoate,CCCCCCCCCCCCC(=O)OC,NIST_XML_SetA,C14H28O2,228.37599999999995,11,0,2,26.3,4.470400000000004,-,-,-,-,-,-,-,-,-,-,-,469.05,SetA,10.1021/je0499364,Heat Capacity Measurements of 13 Methyl Esters of n-Carboxylic Acids from Methyloctanoate to Methyleicosanoate between 5 K and 350 K,J. Chem. Eng. Data,2004,Liquid,300.0,101.325,1.34,"InChI=1S/C14H28O2/c1-3-4-5-6-7-8-9-10-11-12-13-14(15)16-2/h3-13H2,1-2H3",JNDDPBOKWCBQSM-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0499364.xml,"(1.8500000000000227, 0.0, 1.34)",inchikey::JNDDPBOKWCBQSM-UHFFFAOYSA-N
methyl tetradecanoate,CCCCCCCCCCCCCC(=O)OC,NIST_XML_SetA,C15H30O2,242.40299999999993,12,0,2,26.3,4.8605000000000045,-,-,-,-,-,-,-,-,-,-,-,500.03,SetA,10.1021/je0499364,Heat Capacity Measurements of 13 Methyl Esters of n-Carboxylic Acids from Methyloctanoate to Methyleicosanoate between 5 K and 350 K,J. Chem. Eng. Data,2004,Liquid,300.0,101.325,1.4,"InChI=1S/C15H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17-2/h3-14H2,1-2H3",ZAZKJZBWRNNLDS-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0499364.xml,"(1.8500000000000227, 0.0, 1.4)",inchikey::ZAZKJZBWRNNLDS-UHFFFAOYSA-N
methyl pentadecanoate,CCCCCCCCCCCCCCC(=O)OC,NIST_XML_SetA,C16H32O2,256.42999999999995,13,0,2,26.3,5.250600000000005,-,-,-,-,-,-,-,-,-,-,-,524.33,SetA,10.1021/je0499364,Heat Capacity Measurements of 13 Methyl Esters of n-Carboxylic Acids from Methyloctanoate to Methyleicosanoate between 5 K and 350 K,J. Chem. Eng. Data,2004,Liquid,300.0,101.325,1.45,"InChI=1S/C16H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18-2/h3-15H2,1-2H3",XIUXKAZJZFLLDQ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je0499364.xml,"(1.8500000000000227, 0.0, 1.45)",inchikey::XIUXKAZJZFLLDQ-UHFFFAOYSA-N
"(E)-3,7-dimethyl-2,6-octadien-1-ol",CC(C)=CCC/C(C)=C/CO,NIST_XML_SetA,C10H18O,154.253,4,1,1,20.23,2.6714000000000016,-,-,-,-,-,-,-,-,-,-,-,346.1,SetA,10.1016/j.fluid.2015.07.031,Vapor pressures and thermophysical properties of selected monoterpenoids,Fluid Phase Equilib.,2015,Liquid,300.0,101.325,3.5,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",GLZPCOQZEFWAFX-JXMROGBWSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2015.07.031.xml,"(1.8500000000000227, 0.0, 3.5)",inchikey::GLZPCOQZEFWAFX-JXMROGBWSA-N
"(S)-3,7-dimethyl-6-octen-1-ol",CC(C)=CCC[C@H](C)CCO,NIST_XML_SetA,C10H20O,156.269,5,1,1,20.23,2.751300000000002,-,-,-,-,-,-,-,-,-,-,-,357.9,SetA,10.1016/j.fluid.2015.07.031,Vapor pressures and thermophysical properties of selected monoterpenoids,Fluid Phase Equilib.,2015,Liquid,300.0,101.325,3.6,"InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3/t10-/m0/s1",QMVPMAAFGQKVCJ-JTQLQIEISA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2015.07.031.xml,"(1.8500000000000227, 0.0, 3.6)",inchikey::QMVPMAAFGQKVCJ-JTQLQIEISA-N
2-methylpropane,CC(C)C,NIST_XML_SetA,C4H10,58.124,0,0,0,0.0,1.6622999999999999,-,-,-,-,-,-,-,-,-,-,-,97.296,SetA,10.1016/j.fluid.2014.09.017,Vapor pressure and gaseous speed of sound measurements for isobutane (R600a),Fluid Phase Equilib.,2014,Gas,300.0,101.325,3.768,"InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3",NNPPMTNAJDCUHE-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2014.09.017.xml,"(1.8500000000000227, 0.0, 3.768)",inchikey::NNPPMTNAJDCUHE-UHFFFAOYSA-N
cycloheptanol,OC1CCCCCC1,NIST_XML_SetA,C7H14O,114.18799999999999,0,1,1,20.23,1.7015,-,-,-,-,-,-,-,-,-,-,-,252.3,SetA,10.1016/j.tca.2014.10.002,Heat capacities of selected cycloalcohols,Thermochim. Acta,2014,Liquid,300.0,101.325,4.4,"InChI=1S/C7H14O/c8-7-5-3-1-2-4-6-7/h7-8H,1-6H2",QCRFMSUKWRQZEM-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2014.10.002.xml,"(1.8500000000000227, 0.0, 4.4)",inchikey::QCRFMSUKWRQZEM-UHFFFAOYSA-N
(S)-1-methyl-4-(1-methylethenyl)cyclohexene,C=C(C)[C@@H]1CC=C(C)CC1,NIST_XML_SetA,C10H16,136.238,1,0,0,0.0,3.308900000000002,-,-,-,-,-,-,-,-,-,-,-,257.8,SetA,10.1016/j.jct.2014.04.022,Thermodynamic study of selected monoterpenes III,J. Chem. Thermodyn.,2014,Liquid,300.0,101.325,4.5,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m1/s1",XMGQYMWWDOXHJM-SNVBAGLBSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2014.04.022.xml,"(1.8500000000000227, 0.0, 4.5)",inchikey::XMGQYMWWDOXHJM-SNVBAGLBSA-N
(Z)-3-hexen-1-ol,CC/C=C\CCO,NIST_XML_SetA,C6H12O,100.161,3,1,1,20.23,1.335,-,-,-,-,-,-,-,-,-,-,-,234.0,SetA,10.1016/j.fluid.2015.05.026,Vapor pressures and thermophysical properties of selected hexenols and recommended vapor pressure for hexan-1-ol,Fluid Phase Equilib.,2015,Liquid,300.0,101.325,5.7,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",UFLHIIWVXFIJGU-ARJAWSKDSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2015.05.026.xml,"(1.8500000000000227, 0.0, 5.7)",inchikey::UFLHIIWVXFIJGU-ARJAWSKDSA-N
(E)-2-hexen-1-ol,CCC/C=C/CO,NIST_XML_SetA,C6H12O,100.16099999999999,3,1,1,20.23,1.335,-,-,-,-,-,-,-,-,-,-,-,237.2,SetA,10.1016/j.fluid.2015.05.026,Vapor pressures and thermophysical properties of selected hexenols and recommended vapor pressure for hexan-1-ol,Fluid Phase Equilib.,2015,Liquid,300.0,101.325,5.8,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h4-5,7H,2-3,6H2,1H3/b5-4+",ZCHHRLHTBGRGOT-SNAWJCMRSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2015.05.026.xml,"(1.8500000000000227, 0.0, 5.8)",inchikey::ZCHHRLHTBGRGOT-SNAWJCMRSA-N
1-hexen-3-ol,C=CC(O)CCC,NIST_XML_SetA,C6H12O,100.16099999999999,3,1,1,20.23,1.3334000000000001,-,-,-,-,-,-,-,-,-,-,-,269.3,SetA,10.1016/j.fluid.2015.05.026,Vapor pressures and thermophysical properties of selected hexenols and recommended vapor pressure for hexan-1-ol,Fluid Phase Equilib.,2015,Liquid,300.0,101.325,6.6,"InChI=1S/C6H12O/c1-3-5-6(7)4-2/h4,6-7H,2-3,5H2,1H3",BVOSSZSHBZQJOI-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2015.05.026.xml,"(1.8500000000000227, 0.0, 6.6)",inchikey::BVOSSZSHBZQJOI-UHFFFAOYSA-N
.gamma.-valerolactone,CC1CCC(=O)O1,NIST_XML_SetA,C5H8O2,100.11699999999999,0,0,2,26.3,0.7119,-,-,-,-,-,-,-,-,-,-,-,175.31,SetA,10.1021/acs.jced.7b00578,"Vapor Pressures and Thermophysical Properties of Ethylene Carbonate, Propylene Carbonate,  -Valerolactone, and  -Butyrolactone",J. Chem. Eng. Data,2017,Liquid,300.0,101.325,6.79,"InChI=1S/C5H8O2/c1-4-2-3-5(6)7-4/h4H,2-3H2,1H3",GAEKPEKOJKCEMS-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.7b00578.xml,"(1.8500000000000227, 0.0, 6.79)",inchikey::GAEKPEKOJKCEMS-UHFFFAOYSA-N
D-fructose,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,NIST_XML_SetA,C6H12O6,180.15599999999998,5,5,6,118.22,-3.377199999999999,-,-,-,-,-,-,-,-,-,-,-,397.15,SetA,10.1016/j.jct.2012.07.003,Apparent heat capacity measurements and thermodynamic functions of d(-)-fructose by standard and temperature-modulated calorimetry,J. Chem. Thermodyn.,2013,Liquid,300.0,101.325,7.94,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m1/s1",BJHIKXHVCXFQLS-UYFOZJQFSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2012.07.003.xml,"(1.8500000000000227, 0.0, 7.94)",inchikey::BJHIKXHVCXFQLS-UYFOZJQFSA-N
2-(ethylamino)ethanol,CCNCCO,NIST_XML_SetA,C4H11NO,89.13799999999998,3,2,2,32.26,-0.41180000000000005,-,-,-,-,-,-,-,-,-,-,-,227.7,SetA,10.1016/j.fluid.2018.05.032,Vapor pressures and thermophysical properties of selected ethanolamines,Fluid Phase Equilib.,2018,Liquid,300.0,101.325,8.8,"InChI=1S/C4H11NO/c1-2-5-3-4-6/h5-6H,2-4H2,1H3",MIJDSYMOBYNHOT-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2018.05.032.xml,"(1.8500000000000227, 0.0, 8.8)",inchikey::MIJDSYMOBYNHOT-UHFFFAOYSA-N
2-isopropylaminoethanol,CC(C)NCCO,NIST_XML_SetA,C5H13NO,103.16499999999999,3,2,2,32.26,-0.023299999999999987,-,-,-,-,-,-,-,-,-,-,-,260.1,SetA,10.1016/j.fluid.2018.05.032,Vapor pressures and thermophysical properties of selected ethanolamines,Fluid Phase Equilib.,2018,Liquid,300.0,101.325,10.1,"InChI=1S/C5H13NO/c1-5(2)6-3-4-7/h5-7H,3-4H2,1-2H3",RILLZYSZSDGYGV-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2018.05.032.xml,"(1.8500000000000227, 0.0, 10.1)",inchikey::RILLZYSZSDGYGV-UHFFFAOYSA-N
(diethylamino)ethanol,CCN(CC)CCO,NIST_XML_SetA,C6H15NO,117.19200000000001,4,1,2,23.47,0.32050000000000006,-,-,-,-,-,-,-,-,-,-,-,281.8,SetA,10.1016/j.fluid.2018.05.032,Vapor pressures and thermophysical properties of selected ethanolamines,Fluid Phase Equilib.,2018,Liquid,300.0,101.325,10.9,"InChI=1S/C6H15NO/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3",BFSVOASYOCHEOV-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2018.05.032.xml,"(1.8500000000000227, 0.0, 10.9)",inchikey::BFSVOASYOCHEOV-UHFFFAOYSA-N
d-carvone,C=C(C)[C@H]1CC=C(C)C(=O)C1,NIST_XML_SetA,C10H14O,150.22099999999998,1,0,1,17.07,2.4879000000000007,-,-,-,-,-,-,-,-,-,-,-,280.3,SetA,10.1016/j.fluid.2019.112248,Vapor pressure and thermophysical properties of eugenol and (+)-carvone,Fluid Phase Equilib.,2019,Liquid,300.0,101.325,10.9,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9H,1,5-6H2,2-3H3/t9-/m0/s1",ULDHMXUKGWMISQ-VIFPVBQESA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2019.112248.xml,"(1.8500000000000227, 0.0, 10.9)",inchikey::ULDHMXUKGWMISQ-VIFPVBQESA-N
heptan-1-ol,CCCCCCCO,NIST_XML_SetA,C7H16O,116.204,5,1,1,20.23,1.9491,-,-,-,-,-,-,-,-,-,-,-,276.6,SetA,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,Liquid,300.0,101.325,11.2,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",BBMCTIGTTCKYKF-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.04.003.xml,"(1.8500000000000227, 0.0, 11.2)",inchikey::BBMCTIGTTCKYKF-UHFFFAOYSA-N
5-methyl-2-hexanol,CC(C)CCC(C)O,NIST_XML_SetA,C7H16O,116.20399999999998,3,1,1,20.23,1.8034,-,-,-,-,-,-,-,-,-,-,-,297.7,SetA,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,Liquid,300.0,101.325,12.1,"InChI=1S/C7H16O/c1-6(2)4-5-7(3)8/h6-8H,4-5H2,1-3H3",ZDVJGWXFXGJSIU-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.04.003.xml,"(1.8500000000000227, 0.0, 12.1)",inchikey::ZDVJGWXFXGJSIU-UHFFFAOYSA-N
2-hydroxy-5-allylanisole,C=CCc1ccc(O)c(OC)c1,NIST_XML_SetA,C10H12O2,164.20399999999998,3,1,2,29.46,2.1293,-,-,-,-,-,-,-,-,-,-,-,322.9,SetA,10.1016/j.fluid.2019.112248,Vapor pressure and thermophysical properties of eugenol and (+)-carvone,Fluid Phase Equilib.,2019,Liquid,300.0,101.325,12.5,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2019.112248.xml,"(1.8500000000000227, 0.0, 12.5)",inchikey::RRAFCDWBNXTKKO-UHFFFAOYSA-N
2-methyl-2-hexanol,CCCCC(C)(C)O,NIST_XML_SetA,C7H16O,116.204,3,1,1,20.23,1.9475000000000002,-,-,-,-,-,-,-,-,-,-,-,316.3,SetA,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,Liquid,300.0,101.325,12.8,"InChI=1S/C7H16O/c1-4-5-6-7(2,3)8/h8H,4-6H2,1-3H3",KRIMXCDMVRMCTC-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.04.003.xml,"(1.8500000000000227, 0.0, 12.8)",inchikey::KRIMXCDMVRMCTC-UHFFFAOYSA-N
3-heptanol,CCCCC(O)CC,NIST_XML_SetA,C7H16O,116.204,4,1,1,20.23,1.9475000000000002,-,-,-,-,-,-,-,-,-,-,-,317.4,SetA,10.1016/j.fluid.2016.04.003,Calorimetric and FTIR study of selected aliphatic heptanols,Fluid Phase Equilib.,2016,Liquid,300.0,101.325,12.9,"InChI=1S/C7H16O/c1-3-5-6-7(8)4-2/h7-8H,3-6H2,1-2H3",RZKSECIXORKHQS-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.04.003.xml,"(1.8500000000000227, 0.0, 12.9)",inchikey::RZKSECIXORKHQS-UHFFFAOYSA-N
