name,smiles,group,formula,molecular_weight,rotatable_bonds,H_bond_donors,H_bond_acceptors,TPSA,logP,melting_point,boiling_point,density,vapor_pressure,enthalpy_of_formation,critical_temperature,critical_pressure,acentric_factor,viscosity,thermal_conductivity,price,heat_capacity,source_subset,doi,title,journal,year,property_phase_norm,temperature_K,pressure_kPa,expanded_uncertainty,primary_inchi,primary_inchikey,source_file,subset_row_rank,structure_key
3-methylbutan-1-ol,CC(C)CCO,NIST_XML_SetA,C5H12O,88.14999999999999,2,1,1,20.23,1.0248,-,-,-,-,-,-,-,-,-,-,-,209.3,SetA,10.1021/je049738c,Partial Molar Heat Capacities and Partial Molar Volumes of All of the Isomeric (C3 to C5) Alkanols at Infinite Dilution in Water at 298.15 K,J. Chem. Eng. Data,2004,Liquid,298.15,101.325,2.5,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",PHTQWCKDNZKARW-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je049738c.xml,"(0.0, 0.0, 2.5)",inchikey::PHTQWCKDNZKARW-UHFFFAOYSA-N
trielaidin,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C/CCCCCCCC)OC(=O)CCCCCCC/C=C/CCCCCCCC,NIST_XML_SetA,C57H104O6,885.4529999999993,50,0,6,78.9,18.09709999999998,-,-,-,-,-,-,-,-,-,-,-,1877.1159672,SetA,10.1021/je034048e,Investigation of the Thermal Behaviour of Trielaidin Between 10 K and 360 K,J. Chem. Eng. Data,2003,Liquid,314.83,101.325,35.4172824,"InChI=1S/C57H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25-30,54H,4-24,31-53H2,1-3H3/b28-25+,29-26+,30-27+",PHYFQTYBJUILEZ-WUOFIQDXSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je034048e.xml,"(16.680000000000007, 0.0, 35.4172824)",inchikey::PHYFQTYBJUILEZ-WUOFIQDXSA-N
"ethane-1,2-diamine",NCCN,NIST_XML_SetA,C2H8N2,60.09999999999999,1,2,2,52.04,-1.0961999999999998,-,-,-,-,-,-,-,-,-,-,-,172.66,SetA,10.1021/je900537y,"Heat Capacities of Some Liquid a,?-Alkanediamines in the Temperature Range between (293.15 and 353.15) K",J. Chem. Eng. Data,2010,Liquid,298.15,101.325,2.67,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,PIICEJLVQHRZGT-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je900537y.xml,"(0.0, 0.0, 2.67)",inchikey::PIICEJLVQHRZGT-UHFFFAOYSA-N
1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C11H17F6N3O4S2,433.3960000000001,6,0,5,91.19,2.562100000000001,-,-,-,-,-,-,-,-,-,-,-,595.6,SetA,10.1016/j.jct.2012.04.025,Heat capacities at 298.15 K of the extended [CnC1im][Ntf2] ionic liquid series,J. Chem. Thermodyn.,2012,Liquid,298.15,101.325,6.0,"InChI=1S/C9H17N2.C2F6NO4S2/c1-3-4-5-6-11-8-7-10(2)9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-9H,3-6H2,1-2H3;/q+1;-1",PIZIXRLDZQRSNU-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2012.04.025.xml,"(0.0, 0.0, 6.0)",inchikey::PIZIXRLDZQRSNU-UHFFFAOYSA-N
"ethanol, 2-[2-[2-(pentyloxy)ethoxy]ethoxy]-",CCCCCOCCOCCOCCO,NIST_XML_SetA,C11H24O4,220.30899999999997,12,1,4,47.92,1.2187,-,-,-,-,-,-,-,-,-,-,-,479.71601015,SetA,10.1016/j.fluid.2016.10.005,Heat capacity and phase behaviour of aqueous solutions of triethylene glycol monopentyl ether. Two point scaling analysis,Fluid Phase Equilib.,2017,Liquid,298.15,101.0,18.571783998,"InChI=1S/C11H24O4/c1-2-3-4-6-13-8-10-15-11-9-14-7-5-12/h12H,2-11H2,1H3",PLLUGRGSPQYBKB-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.10.005.xml,"(0.0, 0.32500000000000284, 18.571783998)",inchikey::PLLUGRGSPQYBKB-UHFFFAOYSA-N
1-ethyl-2-propylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,CCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C12H16F6N2O4S2,430.39200000000005,5,0,4,86.25999999999999,3.0058000000000025,-,-,-,-,-,-,-,-,-,-,-,593.9,SetA,10.1016/j.fluid.2016.05.030,Physicochemical properties of 2-alkyl-1-ethylpyridinium based ionic liquids,Fluid Phase Equilib.,2016,Liquid,298.15,101.325,13.8,"InChI=1S/C10H16N.C2F6NO4S2/c1-3-7-10-8-5-6-9-11(10)4-2;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-6,8-9H,3-4,7H2,1-2H3;/q+1;-1",PLYRWBQFZMSNSR-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.05.030.xml,"(0.0, 0.0, 13.8)",inchikey::PLYRWBQFZMSNSR-UHFFFAOYSA-N
3-chlorobenzenamine,Nc1cccc(Cl)c1,NIST_XML_SetA,C6H6ClN,127.57400000000001,0,1,1,26.02,1.9222,-,-,-,-,-,-,-,-,-,-,-,204.0,SetA,10.1021/je700080k,Heat Capacities of Chloroanilines and Chloronitrobenzenes,J. Chem. Eng. Data,2007,Liquid,298.93,101.325,4.074,"InChI=1S/C6H6ClN/c7-5-2-1-3-6(8)4-5/h1-4H,8H2",PNPCRKVUWYDDST-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je700080k.xml,"(0.7800000000000296, 0.0, 4.074)",inchikey::PNPCRKVUWYDDST-UHFFFAOYSA-N
3-(2-azido-3-(1-methyl-1H-imidazol-3-ium-3-yl)propyl)-1-vinyl-1H-imidazol-3-ium di(dicyanamide),C=C[n+]1ccn(CC(Cn2cc[n+](C)c2)N=[N+]=[N-])c1.N#C[N-]C#N.N#C[N-]C#N,NIST_XML_SetA,C16H17N13,391.40300000000013,6,0,7,189.73999999999995,1.5257199999999997,-,-,-,-,-,-,-,-,-,-,-,400.0,SetA,10.1016/j.tca.2015.08.032,Synthesis and thermophysical characterization of novel azide functionalized imidazolium based ionic liquids,Thermochim. Acta,2015,Liquid,298.0,101.325,25.0,"InChI=1S/C12H17N7.2C2N3/c1-3-17-6-7-19(11-17)9-12(14-15-13)8-18-5-4-16(2)10-18;2*3-1-5-2-4/h3-7,10-12H,1,8-9H2,2H3;;/q+2;2*-1",PNYMPXLLGQCPDZ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2015.08.032.xml,"(0.14999999999997726, 0.0, 25.0)",inchikey::PNYMPXLLGQCPDZ-UHFFFAOYSA-N
2-butoxyethan-1-ol,CCCCOCCO,NIST_XML_SetA,C6H14O2,118.17599999999999,5,1,2,29.46,0.7953999999999999,-,-,-,-,-,-,-,-,-,-,-,273.0,SetA,10.1021/acs.jced.5b00051,Measurement and Prediction of Molar Heat Capacities of Liquid Polyoxyethylene Glycol Monoalkyl Ethers (CnEm),J. Chem. Eng. Data,2015,Liquid,298.15,101.325,4.2,"InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3",POAOYUHQDCAZBD-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.5b00051.xml,"(0.0, 0.0, 4.2)",inchikey::POAOYUHQDCAZBD-UHFFFAOYSA-N
1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C12H16F6N2O4S2,430.39200000000005,5,0,4,86.25999999999999,3.1419200000000025,-,-,-,-,-,-,-,-,-,-,-,636.0,SetA,10.1016/j.jct.2014.10.022,Mixing and decomposition behavior of {[4bmpy][Tf2N] + [emim][EtSO4]} and {[4bmpy][Tf2N] + [emim][TFES]} ionic liquid mixtures,J. Chem. Thermodyn.,2015,Liquid,296.2,100.0,13.0,"InChI=1S/C10H16N.C2F6NO4S2/c1-3-4-7-11-8-5-10(2)6-9-11;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-6,8-9H,3-4,7H2,1-2H3;/q+1;-1",PQABPVGVABDFHN-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2014.10.022.xml,"(1.9499999999999886, 1.3250000000000028, 13.0)",inchikey::PQABPVGVABDFHN-UHFFFAOYSA-N
1-isobutyl-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)imide,CC(C)C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C11H20F6N2O4S2,422.41300000000007,4,0,4,82.38,2.9421000000000017,-,-,-,-,-,-,-,-,-,-,-,582.0809788976,SetA,10.1016/j.fluid.2016.04.009,The effect of n vs. iso Isomerization on the thermophysical properties of aromatic and non-aromatic ionic liquids,Fluid Phase Equilib.,2016,Liquid,298.15,101.325,13.5171199744,"InChI=1S/C9H20N.C2F6NO4S2/c1-9(2)8-10(3)6-4-5-7-10;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h9H,4-8H2,1-3H3;/q+1;-1",PQYJKAOJURATKE-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.fluid.2016.04.009.xml,"(0.0, 0.0, 13.5171199744)",inchikey::PQYJKAOJURATKE-UHFFFAOYSA-N
"2,6,10,15,19,23-hexamethyltetracosane",CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,NIST_XML_SetA,C30H62,422.8260000000002,21,0,0,0.0,11.08439999999999,-,-,-,-,-,-,-,-,-,-,-,879.0,SetA,10.1016/j.jct.2012.01.011,"An experimental setup for isobaric heat capacities for viscous fluids at high pressure: Squalane, bis(2-ethylhexyl) sebacate and bis(2-ethylhexyl) phthalate",J. Chem. Thermodyn.,2012,Liquid,293.15,100.0,8.9,"InChI=1S/C30H62/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h25-30H,9-24H2,1-8H3",PRAKJMSDJKAYCZ-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2012.01.011.xml,"(5.0, 1.3250000000000028, 8.9)",inchikey::PRAKJMSDJKAYCZ-UHFFFAOYSA-N
butyl octanoate,CCCCCCCC(=O)OCCCC,NIST_XML_SetA,C12H24O2,200.32199999999997,9,0,2,26.3,3.6902000000000026,-,-,-,-,-,-,-,-,-,-,-,397.4092,SetA,10.1016/j.jct.2018.08.014,Heat capacities of potential organic phase change materials,J. Chem. Thermodyn.,2019,Liquid,298.0,101.325,42.4014,"InChI=1S/C12H24O2/c1-3-5-7-8-9-10-12(13)14-11-6-4-2/h3-11H2,1-2H3",PSXNDMJWRZYVTM-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2018.08.014.xml,"(0.14999999999997726, 0.0, 42.4014)",inchikey::PSXNDMJWRZYVTM-UHFFFAOYSA-N
"4-(dimethylamino)-1-hexyl-pyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCn1ccc(=[N+](C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C15H23F6N3O4S2,487.48800000000006,7,0,5,90.32,3.159500000000002,-,-,-,-,-,-,-,-,-,-,-,662.977368512,SetA,10.1021/je400858t,A Computational and Experimental Study of the Heat Transfer Properties of Nine Different Ionic Liquids,J. Chem. Eng. Data,2014,Liquid,298.0,101.325,66.7852202104,"InChI=1S/C13H23N2.C2F6NO4S2/c1-4-5-6-7-10-15-11-8-13(9-12-15)14(2)3;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h8-9,11-12H,4-7,10H2,1-3H3;/q+1;-1",PUBHYJCSMZPRRC-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je400858t.xml,"(0.14999999999997726, 0.0, 66.7852202104)",inchikey::PUBHYJCSMZPRRC-UHFFFAOYSA-N
"1,3-butanediol",CC(O)CCO,NIST_XML_SetA,C4H10O2,90.12199999999999,2,2,2,40.46,-0.25039999999999996,-,-,-,-,-,-,-,-,-,-,-,219.62,SetA,10.1016/j.jct.2004.09.007,"Excess molar heat capacities for (1-butanol+1,3-butanediol) at temperatures from (285 to 353) K",J. Chem. Thermodyn.,2005,Liquid,298.15,101.3,3.4,"InChI=1S/C4H10O2/c1-4(6)2-3-5/h4-6H,2-3H2,1H3",PUPZLCDOIYMWBV-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2004.09.007.xml,"(0.0, 0.025000000000005684, 3.4)",inchikey::PUPZLCDOIYMWBV-UHFFFAOYSA-N
N-methylpiperazine,CN1CCNCC1,NIST_XML_SetA,C5H12N2,100.165,0,1,2,15.27,-0.47859999999999986,-,-,-,-,-,-,-,-,-,-,-,213.9,SetA,10.1021/je400178k,Molar Heat Capacity (Cp) of Aqueous Cyclic Amine Solutions from (298.15 to 353.15) K,J. Chem. Eng. Data,2013,Liquid,298.15,101.0,3.6,"InChI=1S/C5H12N2/c1-7-4-2-6-3-5-7/h6H,2-5H2,1H3",PVOAHINGSUIXLS-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je400178k.xml,"(0.0, 0.32500000000000284, 3.6)",inchikey::PVOAHINGSUIXLS-UHFFFAOYSA-N
octyl butanoate,CCCCCCCCOC(=O)CCC,NIST_XML_SetA,C12H24O2,200.32199999999997,9,0,2,26.3,3.6902000000000026,-,-,-,-,-,-,-,-,-,-,-,383.2754,SetA,10.1016/j.jct.2018.08.014,Heat capacities of potential organic phase change materials,J. Chem. Thermodyn.,2019,Liquid,298.0,101.325,40.7386,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-11-14-12(13)10-4-2/h3-11H2,1-2H3",PWLNAUNEAKQYLH-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2018.08.014.xml,"(0.14999999999997726, 0.0, 40.7386)",inchikey::PWLNAUNEAKQYLH-UHFFFAOYSA-N
"1,7-diaminoheptane",NCCCCCCCN,NIST_XML_SetA,C7H18N2,130.235,6,2,2,52.04,0.8543000000000001,-,-,-,-,-,-,-,-,-,-,-,332.76,SetA,10.1021/je900537y,"Heat Capacities of Some Liquid a,?-Alkanediamines in the Temperature Range between (293.15 and 353.15) K",J. Chem. Eng. Data,2010,Liquid,302.15,101.325,5.16,InChI=1S/C7H18N2/c8-6-4-2-1-3-5-7-9/h1-9H2,PWSKHLMYTZNYKO-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je900537y.xml,"(4.0, 0.0, 5.16)",inchikey::PWSKHLMYTZNYKO-UHFFFAOYSA-N
bromobenzene,Brc1ccccc1,NIST_XML_SetA,C6H5Br,157.01,0,0,0,0.0,2.4491000000000005,-,-,-,-,-,-,-,-,-,-,-,154.35,SetA,10.1021/je600573w,"Heat Capacities and Densities of Some Liquid Chloro-, Bromo-, and Bromochloro-Substituted Benzenes",J. Chem. Eng. Data,2007,Liquid,297.15,101.325,2.39,InChI=1S/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,QARVLSVVCXYDNA-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je600573w.xml,"(1.0, 0.0, 2.39)",inchikey::QARVLSVVCXYDNA-UHFFFAOYSA-N
1-bromo-2-chlorobenzene,Clc1ccccc1Br,NIST_XML_SetA,C6H4BrCl,191.455,0,0,0,0.0,3.102500000000001,-,-,-,-,-,-,-,-,-,-,-,174.78,SetA,10.1021/je600573w,"Heat Capacities and Densities of Some Liquid Chloro-, Bromo-, and Bromochloro-Substituted Benzenes",J. Chem. Eng. Data,2007,Liquid,297.15,101.325,2.71,InChI=1S/C6H4BrCl/c7-5-3-1-2-4-6(5)8/h1-4H,QBELEDRHMPMKHP-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je600573w.xml,"(1.0, 0.0, 2.71)",inchikey::QBELEDRHMPMKHP-UHFFFAOYSA-N
cycloheptanol,OC1CCCCCC1,NIST_XML_SetA,C7H14O,114.18799999999999,0,1,1,20.23,1.7015,-,-,-,-,-,-,-,-,-,-,-,252.3,SetA,10.1016/j.tca.2014.10.002,Heat capacities of selected cycloalcohols,Thermochim. Acta,2014,Liquid,300.0,101.325,4.4,"InChI=1S/C7H14O/c8-7-5-3-1-2-4-6-7/h7-8H,1-6H2",QCRFMSUKWRQZEM-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2014.10.002.xml,"(1.8500000000000227, 0.0, 4.4)",inchikey::QCRFMSUKWRQZEM-UHFFFAOYSA-N
1-hexylquinolinium bis(trifluoromethylsulfonyl)amide,CCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C17H20F6N2O4S2,494.47900000000004,7,0,4,86.25999999999999,4.766900000000003,-,-,-,-,-,-,-,-,-,-,-,783.96,SetA,10.1016/j.jct.2010.12.021,"Thermophysical properties and phase equilibria study of the binary systems {N-hexylquinolinium bis(trifluoromethylsulfonyl)imide + aromatic hydrocarbons, or an alcohol}",J. Chem. Thermodyn.,2011,Liquid,321.52,101.325,90.2,"InChI=1S/C15H20N.C2F6NO4S2/c1-2-3-4-7-12-16-13-8-10-14-9-5-6-11-15(14)16;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h5-6,8-11,13H,2-4,7,12H2,1H3;/q+1;-1",QDKNBSXWLOONGP-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2010.12.021.xml,"(23.370000000000005, 0.0, 90.2)",inchikey::QDKNBSXWLOONGP-UHFFFAOYSA-N
1-butyl-nicotinic acid butyl ester bis[(trifluoromethyl)sulfonyl]imide,CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C16H22F6N2O6S2,516.482,9,0,6,112.56,3.7904000000000027,-,-,-,-,-,-,-,-,-,-,-,707.0,SetA,10.1016/j.jct.2005.03.013,"Phase transition and decomposition temperatures, heat capacities and viscosities of pyridinium ionic liquids",J. Chem. Thermodyn.,2005,Liquid,298.0,101.325,71.0,"InChI=1S/C14H22NO2.C2F6NO4S2/c1-3-5-9-15-10-7-8-13(12-15)14(16)17-11-6-4-2;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h7-8,10,12H,3-6,9,11H2,1-2H3;/q+1;-1",QEBKWFWNIRMEBR-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2005.03.013.xml,"(0.14999999999997726, 0.0, 71.0)",inchikey::QEBKWFWNIRMEBR-UHFFFAOYSA-N
"N-methyl-1,3-diaminopropane",CNCCCN,NIST_XML_SetA,C4H12N2,88.154,3,2,2,38.05,-0.4454000000000002,-,-,-,-,-,-,-,-,-,-,-,243.5,SetA,10.1016/j.tca.2013.10.016,"Molar heat capacities of diethylenetriamine and  3-(methylamino)propylamine, their aqueous binaries,  and aqueous ternaries with piperazine",Thermochim. Acta,2014,Liquid,303.15,101.0,10.3,"InChI=1S/C4H12N2/c1-6-4-2-3-5/h6H,2-5H2,1H3",QHJABUZHRJTCAR-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2013.10.016.xml,"(5.0, 0.32500000000000284, 10.3)",inchikey::QHJABUZHRJTCAR-UHFFFAOYSA-N
"1-hexyl-4-(4-methyl-1-piperidinyl)pyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCn1ccc(=[N+]2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,NIST_XML_SetA,C19H29F6N3O4S2,541.58,7,0,5,90.32,4.329800000000004,-,-,-,-,-,-,-,-,-,-,-,628.0,SetA,10.1016/j.jct.2005.03.013,"Phase transition and decomposition temperatures, heat capacities and viscosities of pyridinium ionic liquids",J. Chem. Thermodyn.,2005,Liquid,298.0,101.325,63.0,"InChI=1S/C17H29N2.C2F6NO4S2/c1-3-4-5-6-11-18-12-9-17(10-13-18)19-14-7-16(2)8-15-19;3-1(4,5)14(10,11)9-15(12,13)2(6,7)8/h9-10,12-13,16H,3-8,11,14-15H2,1-2H3;/q+1;-1",QHMNLBLFAPNMJS-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.jct.2005.03.013.xml,"(0.14999999999997726, 0.0, 63.0)",inchikey::QHMNLBLFAPNMJS-UHFFFAOYSA-N
hexylcyclohexane,CCCCCCC1CCCCC1,NIST_XML_SetA,C12H24,168.32399999999998,5,0,0,0.0,4.537100000000004,-,-,-,-,-,-,-,-,-,-,-,330.24179952,SetA,10.1021/acs.jced.7b01026,"Melting Point, Enthalpy of Fusion, and Heat Capacity Measurements of Several Polyfunctional, Industrially Important Compounds by Differential Scanning Calorimetry",J. Chem. Eng. Data,2018,Liquid,288.16,101.325,13.4655168,"InChI=1S/C12H24/c1-2-3-4-6-9-12-10-7-5-8-11-12/h12H,2-11H2,1H3",QHWAQXOSHHKCFK-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/acs.jced.7b01026.xml,"(9.989999999999952, 0.0, 13.4655168)",inchikey::QHWAQXOSHHKCFK-UHFFFAOYSA-N
"N,N-dibutyl-N-methylbutanaminium L-serinate",CCCC[N+](C)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],NIST_XML_SetA,C16H36N2O3,304.47499999999997,11,2,4,86.38,0.8892000000000013,-,-,-,-,-,-,-,-,-,-,-,634.8,SetA,10.1021/je900660x,Thermophysical Properties of Amino Acid-Based Ionic Liquids,J. Chem. Eng. Data,2010,Liquid,298.15,101.325,64.1,"InChI=1S/C13H30N.C3H7NO3/c1-5-8-11-14(4,12-9-6-2)13-10-7-3;4-2(1-5)3(6)7/h5-13H2,1-4H3;2,5H,1,4H2,(H,6,7)/q+1;/p-1/t;2-/m.0/s1",QIECOGKBXJWSKP-WNQIDUERSA-M,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je900660x.xml,"(0.0, 0.0, 64.1)",inchikey::QIECOGKBXJWSKP-WNQIDUERSA-M
2-cyclohexylethanol,OCCC1CCCCC1,NIST_XML_SetA,C8H16O,128.215,2,1,1,20.23,1.9491,-,-,-,-,-,-,-,-,-,-,-,261.91,SetA,10.1016/j.tca.2014.03.043,Heat Capacities of 2-Propenol and Selected Cyclohexylalcohols,Thermochim. Acta,2014,Liquid,296.38,101.325,4.06,"InChI=1S/C8H16O/c9-7-6-8-4-2-1-3-5-8/h8-9H,1-7H2",QJQZRLXDLORINA-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1016/j.tca.2014.03.043.xml,"(1.7699999999999818, 0.0, 4.06)",inchikey::QJQZRLXDLORINA-UHFFFAOYSA-N
ethyl tridecanoate,CCCCCCCCCCCCC(=O)OCC,NIST_XML_SetA,C15H30O2,242.40299999999993,12,0,2,26.3,4.8605000000000045,-,-,-,-,-,-,-,-,-,-,-,496.0,SetA,10.1021/je050065n,Thermal properties of Ethyl Undecanoate and Ethyl Tridecanoate by Adiabatic Calorimetry,J. Chem. Eng. Data,2005,Liquid,299.2,101.325,2.78,"InChI=1S/C15H30O2/c1-3-5-6-7-8-9-10-11-12-13-14-15(16)17-4-2/h3-14H2,1-2H3",QJYYMNOTJXIOBP-UHFFFAOYSA-N,/home/users/Beom/work/1.Project/7.AIML/1.midterm_preparation/3.initial_ML_training/5.data_augmentation/0.NIST_thermopyl/10.1021/je050065n.xml,"(1.0500000000000114, 0.0, 2.78)",inchikey::QJYYMNOTJXIOBP-UHFFFAOYSA-N
